model,run_file,drive_link,domain,mode,gold_answer,model_answer,verdict
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/980de2a56e9d.txt,https://drive.google.com/file/d/1BjKEVCkiecMayHG4IbpuWxaLK3xS_qHD/view,world-religions-belief-systems,default,"centralized clergy/institution: Scientology, Roman Catholicism, Baháʼí Faith, The Church of Jesus Christ of Latter-day Saints | decentralized congregations or schools: Sunni Islam, Rabbinic Judaism, Quakerism, Congregationalist Christianity | non-theistic or agnostic framework: Cārvāka/Lokayata, Agnosticism, Theravada Buddhism, Religious Naturalism | personal experience or reason: Philosophical Daoism, Pragmatism, Modern Druidry, Secular Humanism","congregationalist christianity, quakerism, sunni islam, theravada buddhism | baháʼí faith, modern druidry, scientology, the church of jesus christ of latter-day saints | agnosticism, cārvāka/lokayata, pragmatism, secular humanism | philosophical daoism, rabbinic judaism, religious naturalism, roman catholicism",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9896fd782077.txt,https://drive.google.com/file/d/1djlFm0jRvcDY35baLIYVO8zCPqcC42yk/view,world-history,default,"Agricultural: Neolithic Europe, Mesoamerican Maize Cultures, Indus Valley Civilization, Ancient Egypt (Agricultural) | Hunter-gatherer: Hadza People, Jomon Japan, Australian Aboriginal Bands, San People | Industrial: Florence (Modern), Shanghai (Modern), Ruhr Valley (Industrial), Manchester | Republic: Republic of Venice, French Third Republic, Novgorod Republic, Berlin Republic","australian aboriginal bands, hadza people, jomon japan, san people | ancient egypt (agricultural), indus valley civilization, mesoamerican maize cultures, neolithic europe | florence (modern), french third republic, novgorod republic, republic of venice | berlin republic, manchester, ruhr valley (industrial), shanghai (modern)",WRONG (2/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/98e0c2f522e5.txt,https://drive.google.com/file/d/1O2yqvJ7EXcamX0iJlRaMq6ge1KPLix0Q/view,natural-sciences,default,"Biology: Plant Taxonomy, Computational Protein Design, Astrobiology Simulation, Molecular Dynamics Simulation | Chemistry: Quantum Chemistry, Chemical Reaction Theory, Crystal Growth Experiment, Atmospheric Biosensors | Computational Simulation: Molecular Docking Simulation, Finite Element Analysis, Agent-based Ecosystem Modeling, Weather Forecast Simulation | Observational: Meteor Shower Counting, Exoplanet Transit Monitoring, Wildlife Camera Trapping, Bird Migration Tracking","agent-based ecosystem modeling, finite element analysis, molecular dynamics simulation, weather forecast simulation | chemical reaction theory, computational protein design, molecular docking simulation, quantum chemistry | bird migration tracking, meteor shower counting, plant taxonomy, wildlife camera trapping | astrobiology simulation, atmospheric biosensors, crystal growth experiment, exoplanet transit monitoring",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9a848592ef26.txt,https://drive.google.com/file/d/1OlwuYjHehFJh7jUnmTj0cuJ_ZCitUrLB/view,world-politics-governance,default,"authoritarian: North Korea, Russian Federation, Saudi Arabia, Islamic Republic of Iran | intergovernmental organization: UNFCCC, International Monetary Fund, World Health Organization, United Nations | security and defense: Cyber defense operations, Counterterrorism strategy, Military logistics, Collective defense | state government: Central bank, Ministry of Finance, Cabinet, United States Department of Defense","international monetary fund, unfccc, united nations, world health organization | cabinet, central bank, ministry of finance, united states department of defense | islamic republic of iran, north korea, russian federation, saudi arabia | collective defense, counterterrorism strategy, cyber defense operations, military logistics",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9abab1febc8c.txt,https://drive.google.com/file/d/1GhYh3594vd7_5jHOot4v0t-mvM8aMm55/view,modern-entertainment-pop-culture,default,"action/adventure: Alice in Borderland, Cyberpunk 2077, The Witcher 3: Wild Hunt, Genshin Impact | comedic: Fall Guys, Among Us, Animal Crossing: New Horizons, Crash Landing on You | horror/thriller: The Last of Us Part II, Resident Evil Village, Get Out, Train to Busan | video game: Minecraft, Fortnite, The Legend of Zelda: Breath of the Wild, Elden Ring","alice in borderland, crash landing on you, get out, train to busan | among us, animal crossing: new horizons, fall guys, fortnite | cyberpunk 2077, elden ring, genshin impact, the witcher 3: wild hunt | minecraft, resident evil village, the last of us part ii, the legend of zelda: breath of the wild",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9bc15e921262.txt,https://drive.google.com/file/d/1YfcJ58ityYyq7DdaoNjzYgD-0U8C9ovN/view,world-politics-governance,default,"authoritarian: North Korea, Islamic Republic of Iran, Russian Federation, People’s Republic of China | economic and trade: Customs union, Foreign direct investment, Industrial policy, Tariffs | intergovernmental organization: World Bank, World Health Organization, UNFCCC, World Trade Organization | state government: Civil service, United States Department of Defense, National legislature, Cabinet","customs union, foreign direct investment, industrial policy, tariffs | unfccc, world bank, world health organization, world trade organization | cabinet, civil service, national legislature, united states department of defense | islamic republic of iran, north korea, people's republic of china, russian federation",WRONG (3/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9cadf05cd3c6.txt,https://drive.google.com/file/d/1v17C2qm8jOpWYogaX5wJ7TRD5e7ErgGz/view,world-religions-belief-systems,default,"impersonal cosmic principle: Falun Gong, Kashmir Shaivism, Religious Daoism, Advaita Vedanta | liberation/enlightenment from suffering or ignorance: Jainism, Yoga Sutra Tradition, Vipassana Movement, Pure Land Buddhism | personal deity/deities: Cao Dai, Shaktism, Sikhism, Hellenic Polytheism | personal experience or reason: Stoicism, Unitarian Universalism, Modern Druidry, Secular Humanism","advaita vedanta, jainism, sikhism, yoga sutra tradition | kashmir shaivism, religious daoism, shaktism, vipassana movement | cao dai, falun gong, secular humanism, unitarian universalism | hellenic polytheism, modern druidry, pure land buddhism, stoicism",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9d64de53c20a.txt,https://drive.google.com/file/d/1iRX7xPxpvtGk_7BvLSeKJISIbttc463P/view,world-food-cuisine,default,"South American: Picarones, Empanadas de Pino, Aji de Gallina, Arepas | grilled: Anticuchos, Curanto al Vapor, Grilled Sardines, Gambas al Ajillo | seafood: Chili Crab, Clam Chowder, Lobster Roll, Fish and Chips | steamed: Steamed Dumplings, Grilled Tofu Skewers, Thai Mango Sticky Rice, Steamed Baozi","anticuchos, curanto al vapor, empanadas de pino, picarones | aji de gallina, anticuchos, empanadas de pino, picarones | chili crab, clam chowder, fish and chips, lobster roll | grilled tofu skewers, steamed baozi, steamed dumplings, thai mango sticky rice",WRONG (2/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9e2044a6e594.txt,https://drive.google.com/file/d/1wEp6cQ-uJo8V_-I6cGmQ9g36YYN3DPuH/view,natural-sciences,default,"Computational Simulation: Finite Element Analysis, Weather Forecast Simulation, Agent-based Ecosystem Modeling, Molecular Docking Simulation | Experimental: Double-slit Experiment, Drop Tower Microgravity Test, Stellar Spectroscopy, Electrolysis of Water | Observational: Bird Migration Tracking, Meteor Shower Counting, Exoplanet Transit Monitoring, Wildlife Camera Trapping | Theoretical: Genetic Population Studies, Quantum Field Theory, Game Theory in Evolution, Mathematical Population Genetics","finite element analysis, game theory in evolution, mathematical population genetics, quantum field theory | agent-based ecosystem modeling, genetic population studies, molecular docking simulation, weather forecast simulation | bird migration tracking, exoplanet transit monitoring, meteor shower counting, wildlife camera trapping | double-slit experiment, drop tower microgravity test, electrolysis of water, stellar spectroscopy",WRONG (2/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9e77f31a0bd1.txt,https://drive.google.com/file/d/1VBNFBKkWBTO9rW_yrEdVfqJhQgGC-SrH/view,world-sport,default,"indoor: Gymnastics, Bowling, Table Football, Indoor Track | outdoor: Surfing, Orienteering, Disc Golf, Rock Climbing | team (large): Ultimate Frisbee, Soccer, Rugby, Field Hockey | team (small): Water Polo, Mixed Doubles Tennis, Handball, Sepak Takraw","cricket, flag football, lacrosse, squash | disc golf, orienteering, table football, ultimate frisbee | bowling, field hockey, handball, water polo | gymnastics, rugby, sepak takraw, soccer",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/9f8bf7db852d.txt,https://drive.google.com/file/d/1oRndmNTxN7IZQMYZ4gixG5T3VLWKlm8_/view,arts-high-culture,default,"East Asian: Great Wall of China, Hangul, Yangtze River, Mount Fuji | Islamic world: Hijri calendar, Ramadan, Ummah, Qibla | Romantic era: Byronic hero, Romantic sublime, Cult of sensibility, Sturm und Drang | public museum or concert hall: Season subscription, Docent tour, Acoustic shell, Gallery label","hijri calendar, qibla, ramadan, ummah | byronic hero, cult of sensibility, romantic sublime, sturm und drang | acoustic shell, docent tour, gallery label, season subscription | great wall of china, hangul, mount fuji, yangtze river",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/a039baa74bb1.txt,https://drive.google.com/file/d/1rg8GM4Ci4P_b-etWj1cbVkLqRiVSy-xK/view,modern-entertainment-pop-culture,default,"ad-supported/free-to-access: The Roku Channel, Pluto TV, Freevee, Tubi | comedic: Animal Crossing: New Horizons, Fall Guys, Among Us, Crash Landing on You | film or feature-length video: Taken, Glass Onion: A Knives Out Mystery, Prey, Roma | scripted series/streaming show: Abbott Elementary, Stranger Things, Fleabag, The Mandalorian","freevee, pluto tv, the roku channel, tubi | crash landing on you, glass onion: a knives out mystery, roma, stranger things | abbott elementary, fleabag, prey, the mandalorian | among us, animal crossing: new horizons, fall guys, taken",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/a147e7a035d8.txt,https://drive.google.com/file/d/1BEZwZtZzMnDCjKfpxpi6Zj0Oji927Oz1/view,world-food-cuisine,default,"East Asian: Tempura, Sushi, Mapo Tofu, Bibimbap | Mediterranean: Fattoush, Greek Salad, Shakshuka, Moussaka | sweet: Baklava Ice Cream, Rice Pudding, Chocolate Mousse, Sweet Red Bean Bun | vegetarian: Vegetable Samosa, Falafel, Pão de Queijo, Eggplant Parmesan","falafel, fattoush, greek salad, vegetable samosa | bibimbap, mapo tofu, sushi, tempura | eggplant parmesan, moussaka, pão de queijo, shakshuka | baklava ice cream, chocolate mousse, rice pudding, sweet red bean bun",WRONG (2/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/a182cc8caf75.txt,https://drive.google.com/file/d/1CPtDSJyrsGMIRD3CsI_lLQzfJmx3ns3H/view,natural-sciences,default,"Field: Rainforest Biodiversity Expedition, Coral Reef Transect, Glacier Retreat Measurement, Plant Phenology Recording | Laboratory: Spectrophotometer, Fume Hood, Nanoparticle Synthesis, Cell Culture Room | Observational: Exoplanet Transit Monitoring, Bird Migration Tracking, Meteor Shower Counting, Wildlife Camera Trapping | Physics: Supernova Observation, Subatomic Particle Physics, Astronomical Survey, Theoretical Cosmology","bird migration tracking, glacier retreat measurement, meteor shower counting, plant phenology recording | astronomical survey, coral reef transect, rainforest biodiversity expedition, wildlife camera trapping | cell culture room, fume hood, nanoparticle synthesis, spectrophotometer | exoplanet transit monitoring, subatomic particle physics, supernova observation, theoretical cosmology",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/a18963c4d54f.txt,https://drive.google.com/file/d/1GwjU4wJroTBMp4kijArR3gmsTl5Au26q/view,modern-entertainment-pop-culture,default,"European: Money Heist, Dark, Black Mirror, Amnesia: The Dark Descent | action/adventure: Genshin Impact, Mission: Impossible – Fallout, Cyberpunk 2077, Alice in Borderland | film or feature-length video: Roma, Glass Onion: A Knives Out Mystery, Godzilla Minus One, Paddington 2 | scripted series/streaming show: The Mandalorian, Fleabag, Stranger Things, Abbott Elementary","alice in borderland, dark, money heist, stranger things | abbott elementary, black mirror, fleabag, the mandalorian | godzilla minus one, mission: impossible – fallout, paddington 2, roma | amnesia: the dark descent, cyberpunk 2077, genshin impact, glass onion: a knives out mystery",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/a1ab15d8da4f.txt,https://drive.google.com/file/d/1wK4dyjeAXYilCv0W096l-2YGie-5WecH/view,world-religions-belief-systems,default,"decentralized congregations or schools: Rabbinic Judaism, Quakerism, Sunni Islam, Congregationalist Christianity | personal deity/deities: Sikhism, Cao Dai, Shaktism, Hellenic Polytheism | personal experience or reason: Wicca, Secular Humanism, Modern Druidry, Unitarian Universalism | revealed scripture: Book of Mormon, The Bible, The Qur'an, Guru Granth Sahib","book of mormon, cao dai, sikhism, wicca | book of mormon, guru granth sahib, the bible, the qur'an | hellenic polytheism, modern druidry, shaktism, wicca | congregationalist christianity, quakerism, secular humanism, unitarian universalism",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/a3ed31d8321e.txt,https://drive.google.com/file/d/1tgTA4VDT1yfAyEgPqADRRlqZ0Mm4qtdy/view,technology-computing,default,"Linux: Linux Laptop Only, Linux Desktop Only, Linux Media Server, Linux Thin Client | laptop: Windows Travel Laptop, Indie Game Dev Laptop, Linux Streambook, Productivity Ultrabook | macOS: MacOS Thin Client, MacOS Home Hub, MacOS Mini, MacOS Server | productivity: Office Suite, Task Manager App, Productivity App Suite, Productivity Desktop","macos home hub, macos mini, macos server, macos thin client | linux laptop only, linux media server, linux streambook, linux thin client | indie game dev laptop, linux desktop only, productivity desktop, windows travel laptop | office suite, productivity app suite, productivity ultrabook, task manager app",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/a54fe12b6521.txt,https://drive.google.com/file/d/1zik90-6B_V3gnslE6FjX3rYZqkox2yNy/view,world-history,default,"East Asia: Han Dynasty, Silla Kingdom, Song Dynasty, Tokugawa Shogunate | Europe: Ancient Athens, Renaissance Florence, Holy Roman Empire, Napoleonic France | Industrial: Detroit (Industrial), Manchester, Industrial Revolution Britain, Ruhr Valley (Industrial) | Sub-Saharan Africa: Swazi Kingdom, Buganda Kingdom, Zulu Kingdom, Kingdom of Ghana","han dynasty, silla kingdom, song dynasty, tokugawa shogunate | buganda kingdom, kingdom of ghana, swazi kingdom, zulu kingdom | detroit (industrial), industrial revolution britain, manchester, ruhr valley (industrial) | ancient athens, holy roman empire, napoleonic france, renaissance florence",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/a77bca9e982b.txt,https://drive.google.com/file/d/1wfzqXVpSm9k0B6atfJdfAaOUswoxvUXA/view,modern-entertainment-pop-culture,default,"North American: World of Warcraft, Red Dead Redemption 2, The Simpsons, Breaking Bad | ad-supported/free-to-access: Tubi, Pluto TV, The Roku Channel, Freevee | film or feature-length video: Godzilla Minus One, Glass Onion: A Knives Out Mystery, Paddington 2, Roma | scripted series/streaming show: Abbott Elementary, Fleabag, Stranger Things, The Mandalorian","freevee, pluto tv, the roku channel, tubi | breaking bad, glass onion: a knives out mystery, roma, stranger things | abbott elementary, fleabag, the mandalorian, the simpsons | godzilla minus one, paddington 2, red dead redemption 2, world of warcraft",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/aab2272b7941.txt,https://drive.google.com/file/d/10VHihNRgTGHYgROxeo9NRCcFle-dIzVP/view,world-religions-belief-systems,default,"impersonal cosmic principle: Religious Daoism, Advaita Vedanta, Falun Gong, Kashmir Shaivism | lineage/tradition and teachers: Zen Buddhism, Santería (Lucumí), Tibetan Buddhism, Twelver Shi'a Islam | non-theistic or agnostic framework: Religious Naturalism, Agnosticism, Theravada Buddhism, Cārvāka/Lokayata | personal deity/deities: Shaktism, Hellenic Polytheism, Contemporary Heathenry, Sikhism","agnosticism, cārvāka/lokayata, religious naturalism, zen buddhism | advaita vedanta, kashmir shaivism, shaktism, sikhism | falun gong, religious daoism, theravada buddhism, tibetan buddhism | contemporary heathenry, hellenic polytheism, santería (lucumí), twelver shi'a islam",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/ab14989c3acf.txt,https://drive.google.com/file/d/15HBDXIkEfYY3EoyHSYWEDIaNNqDvfzqW/view,world-religions-belief-systems,default,"centralized clergy/institution: The Church of Jesus Christ of Latter-day Saints, Baháʼí Faith, Roman Catholicism, Scientology | impersonal cosmic principle: Religious Daoism, Advaita Vedanta, Kashmir Shaivism, Falun Gong | non-theistic or agnostic framework: Religious Naturalism, Agnosticism, Theravada Buddhism, Cārvāka/Lokayata | personal deity/deities: Shaktism, Contemporary Heathenry, Sikhism, Hellenic Polytheism","baháʼí faith, roman catholicism, sikhism, the church of jesus christ of latter-day saints | agnosticism, cārvāka/lokayata, religious naturalism, theravada buddhism | contemporary heathenry, hellenic polytheism, kashmir shaivism, shaktism | advaita vedanta, falun gong, religious daoism, scientology",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/ab19c81e09bc.txt,https://drive.google.com/file/d/10X604unXqh1PwAR_Iu_qFt1faNGxwgo1/view,economy-business,default,"local: Independent city bookstore, Local plumbing service, Neighborhood bakery, Farmers market stall | manufacturing: CNC machining, Pharmaceutical tablet pressing, Contract electronics assembly, Injection molding | privately held: Closely held corporation, Employee-owned private firm, Family-owned company, Private partnership | state-owned: State-owned enterprise, Crown corporation, Government-controlled utility, Sovereign development bank","cnc machining, contract electronics assembly, injection molding, pharmaceutical tablet pressing | closely held corporation, employee-owned private firm, family-owned company, private partnership | farmers market stall, independent city bookstore, local plumbing service, neighborhood bakery | crown corporation, government-controlled utility, sovereign development bank, state-owned enterprise",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/abdd79e3e060.txt,https://drive.google.com/file/d/1yB14gJGkQwiefn7ndmAMxHbMk41amrx5/view,world-history,default,"Agricultural: Indus Valley Civilization, Neolithic Europe, Mesoamerican Maize Cultures, Ancient Egypt (Agricultural) | East Asia: Song Dynasty, Yamato Japan, Meiji Japan, Joseon Korea | Empire: Roman Empire, British Empire, Asante Empire, Mali Empire | Sub-Saharan Africa: Kongo Kingdom, Kingdom of Ghana, Buganda Kingdom, Zulu Kingdom","joseon korea, meiji japan, song dynasty, yamato japan | buganda kingdom, kongo kingdom, mesoamerican maize cultures, zulu kingdom | ancient egypt (agricultural), indus valley civilization, neolithic europe, roman empire | asante empire, british empire, kingdom of ghana, mali empire",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/abf40b64e578.txt,https://drive.google.com/file/d/1YJjTCBQ8qrl74p6MW0yg1LRvGOlreKm2/view,economy-business,default,"advertising-supported: Ad-funded mobile game, Free social media feed, Broadcast commercial TV program, Free search engine results page | national: Domestic airline network, Nationwide logistics network, Countrywide supermarket chain, National public broadcaster | one-time sales: Point-of-sale appliance purchase, Pay-per-download software sale, One-off consulting project, Single-ticket box office sale | publicly traded: Public shareholder company, Exchange-traded real estate trust, Exchange-listed corporation, IPO-listed company","ad-funded mobile game, broadcast commercial tv program, free search engine results page, free social media feed | one-off consulting project, pay-per-download software sale, point-of-sale appliance purchase, single-ticket box office sale | countrywide supermarket chain, domestic airline network, national public broadcaster, nationwide logistics network | exchange-listed corporation, exchange-traded real estate trust, ipo-listed company, public shareholder company",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/abfba6f3b3ad.txt,https://drive.google.com/file/d/1iabn7JjoDPEjBRyHn0IMGZxjMCO7S-w0/view,world-food-cuisine,default,"meat: Beef Stroganoff, Lamb Tagine, Pork Schnitzel, Feijoada | savory: Bakso, Empanada, Miso Soup, Spanakopita | seafood: Fish and Chips, Lobster Roll, Chili Crab, Clam Chowder | spicy: Kimchi, Jalapeño Poppers, Vindaloo, Spicy Tuna Roll","bakso, chili crab, kimchi, miso soup | clam chowder, empanada, feijoada, jalapeño poppers | beef stroganoff, fish and chips, pork schnitzel, spanakopita | lamb tagine, lobster roll, spicy tuna roll, vindaloo",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/ad428e34b9e9.txt,https://drive.google.com/file/d/16Kmj_OEPg9enO29VeoNbkM1icIhI0NLk/view,world-sport,default,"individual: Golf, Squash, Table Tennis, Road Cycling | mostly Americas: American Football (Americas), Softball (Americas), Basketball (Americas), Baseball (Americas) | racket: Pickleball, Padel, Speedminton, Racquetball | team (large): Baseball, Softball, Rugby, Ultimate Frisbee","golf, road cycling, rugby, table tennis | american football (americas), baseball (americas), basketball (americas), softball (americas) | pickleball, racquetball, speedminton, squash | baseball, padel, softball, ultimate frisbee",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/b1e58934d5b1.txt,https://drive.google.com/file/d/14NjO5XC-ABgjTFKoCReRby4X7kf9n8_O/view,technology-computing,default,"gaming: Gaming Console, Windows Gaming Hybrid, VR Gaming Rig, Windows Gaming Tablet | hybrid: Hybrid Tablet, Convertible Device, Hybrid Smart Speaker, Hybrid Laptop | media consumption: Media Player App, Podcast App, Media Consumption Tablet, Streaming Service | wired: Wired Printer, Wired Mouse, Ethernet Cable, Wired Headphones","ethernet cable, wired headphones, wired mouse, wired printer | convertible device, hybrid laptop, hybrid smart speaker, hybrid tablet | media consumption tablet, media player app, podcast app, streaming service | gaming console, vr gaming rig, windows gaming hybrid, windows gaming tablet",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/b55f3f3d1985.txt,https://drive.google.com/file/d/1263Mcnbb2ClgNtZKW2sktpUIf2iC8v-X/view,world-religions-belief-systems,default,"individual or household practice: Yoruba Ifa/Orisha religion, Hindu Home Puja, Household Ancestor Veneration, Shinto | lineage/tradition and teachers: Twelver Shi'a Islam, Santería (Lucumí), Zen Buddhism, Tibetan Buddhism | personal deity/deities: Hellenic Polytheism, Sikhism, Contemporary Heathenry, Shaktism | salvation or reconciliation with the divine: Gaudiya Vaishnavism, Zoroastrianism, Evangelical Protestantism, Eastern Orthodoxy","gaudiya vaishnavism, hindu home puja, shinto, zoroastrianism | contemporary heathenry, household ancestor veneration, santería (lucumí), yoruba ifa/orisha religion | sikhism, tibetan buddhism, twelver shi'a islam, zen buddhism | eastern orthodoxy, evangelical protestantism, hellenic polytheism, shaktism",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/b603fdc6a7f3.txt,https://drive.google.com/file/d/1oa-kXXvXlnzpg4e_KnTcI3nlBAVQEpVp/view,natural-sciences,default,"Biology: Astrobiology Simulation, Plant Taxonomy, Biophysical Modeling, Photosynthesis Modeling | Chemistry: Chemical Weathering Field Study, Human Physiology Experiment, Planetary Geology Models, Organic Synthesis | Field: Plant Phenology Recording, Glacier Retreat Measurement, Coral Reef Transect, Rainforest Biodiversity Expedition | Theoretical: Quantum Field Theory, String Theory, Mathematical Population Genetics, Genetic Population Studies","biophysical modeling, mathematical population genetics, quantum field theory, string theory | chemical weathering field study, coral reef transect, glacier retreat measurement, plant phenology recording | genetic population studies, human physiology experiment, organic synthesis, photosynthesis modeling | astrobiology simulation, planetary geology models, plant taxonomy, rainforest biodiversity expedition",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/b6b9d3940871.txt,https://drive.google.com/file/d/1zS6p8c5yWuK1rdyRAe4ikMfA4dRC76NE/view,world-religions-belief-systems,default,"decentralized congregations or schools: Quakerism, Sunni Islam, Congregationalist Christianity, Rabbinic Judaism | lineage/tradition and teachers: Tibetan Buddhism, Santería (Lucumí), Zen Buddhism, Twelver Shi'a Islam | non-theistic or agnostic framework: Agnosticism, Cārvāka/Lokayata, Religious Naturalism, Theravada Buddhism | personal deity/deities: Hellenic Polytheism, Shaktism, Cao Dai, Sikhism","quakerism, rabbinic judaism, sunni islam, theravada buddhism | religious naturalism, sikhism, tibetan buddhism, zen buddhism | agnosticism, cārvāka/lokayata, hellenic polytheism, theravada buddhism | cao dai, congregationalist christianity, santería (lucumí), shaktism",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/b70356863f0e.txt,https://drive.google.com/file/d/1cJRMU0rOPFw9I5e-mdc5Y3BXrULim1Qn/view,natural-sciences,default,"Computational Simulation: Agent-based Ecosystem Modeling, Finite Element Analysis, Molecular Docking Simulation, Weather Forecast Simulation | Field: Glacier Retreat Measurement, Rainforest Biodiversity Expedition, Coral Reef Transect, Plant Phenology Recording | Observational: Exoplanet Transit Monitoring, Wildlife Camera Trapping, Meteor Shower Counting, Bird Migration Tracking | Theoretical: Genetic Population Studies, Quantum Field Theory, Game Theory in Evolution, Mathematical Population Genetics","bird migration tracking, coral reef transect, meteor shower counting, wildlife camera trapping | agent-based ecosystem modeling, finite element analysis, molecular docking simulation, weather forecast simulation | game theory in evolution, genetic population studies, mathematical population genetics, quantum field theory | exoplanet transit monitoring, glacier retreat measurement, plant phenology recording, rainforest biodiversity expedition",WRONG (2/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/b77741e03a0d.txt,https://drive.google.com/file/d/1K4Uu4M-9rkBsKbJlB9Gq66Ij1AunxZCQ/view,world-food-cuisine,default,"East Asian: Bibimbap, Tempura, Sushi, Mapo Tofu | Mediterranean: Peperonata, Greek Salad, Shakshuka, Moussaka | raw: Tiramisù Tartare, Caprese Salad, Spicy Shishito Peppers, Tiradito | savory: Bakso, Spanakopita, Miso Soup, Savory Cheese Pie","bakso, miso soup, sushi, tempura | caprese salad, greek salad, moussaka, spanakopita | bibimbap, mapo tofu, spicy shishito peppers, tiradito | peperonata, savory cheese pie, shakshuka, tiramisù tartare",WRONG (0/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/b80f9933f714.txt,https://drive.google.com/file/d/1WddOf0okTEQ-50BtsoiISgY7AHW2p6Og/view,arts-high-culture,default,"East Asian: Yangtze River, Mount Fuji, Hangul, Great Wall of China | contemporary: Installation art, Social practice art, Performance art, Digital media art | court-sponsored: Master of the Revels, Royal commission, Court patronage, Privy purse | religious institution: Diocese, Abbey, Monastery, Parish","digital media art, installation art, performance art, social practice art | court patronage, master of the revels, privy purse, royal commission | great wall of china, hangul, mount fuji, yangtze river | abbey, diocese, monastery, parish",SOLVED (4/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/baa2b3e24a25.txt,https://drive.google.com/file/d/19R-Jyo__3V5ouqL2hpT0UgB9LUW0NB_b/view,world-religions-belief-systems,default,"centralized clergy/institution: Roman Catholicism, Baháʼí Faith, The Church of Jesus Christ of Latter-day Saints, Scientology | impersonal cosmic principle: Kashmir Shaivism, Falun Gong, Religious Daoism, Advaita Vedanta | personal deity/deities: Cao Dai, Shaktism, Hellenic Polytheism, Contemporary Heathenry | revealed scripture: The Qur'an, Guru Granth Sahib, The Bible, Book of Mormon","cao dai, contemporary heathenry, falun gong, scientology | advaita vedanta, hellenic polytheism, kashmir shaivism, shaktism | book of mormon, guru granth sahib, the bible, the qur'an | baháʼí faith, religious daoism, roman catholicism, the church of jesus christ of latter-day saints",WRONG (1/4)
anthropic/claude-sonnet-4.6,gen/sonnet-4.6/default/bcadfea429f7.txt,https://drive.google.com/file/d/1OIRyin-rfJ73AfQVJrhv08Sx_59T-25B/view,world-food-cuisine,default,"Mediterranean: Peperonata, Shakshuka, Fattoush, Greek Salad | raw: Raw Zucchini Carpaccio, Tuna Tataki, Leche de Tigre, Salmon Sashimi | steamed: Steamed Dumplings, Steamed Fish with Ginger, Grilled Tofu Skewers, Sweet Potato Mochi | sweet: Rice Pudding, Sweet Red Bean Bun, Baklava Ice Cream, Fruit Tart","leche de tigre, raw zucchini carpaccio, salmon sashimi, tuna tataki | fattoush, greek salad, peperonata, shakshuka | grilled tofu skewers, steamed dumplings, steamed fish with ginger, sweet red bean bun | baklava ice cream, fruit tart, rice pudding, sweet potato mochi",WRONG (2/4)
